position_id,Firm,Position,Category,Location,Type,Priority,Application Requirements,Applied On,CV Version,Cohort Requirement,Cover Letter Required,Deadline,Desk Contacts,Division / Desk,Info,Next Step,Next Step Date,Notes,Online Tests,Opens (est.),Portal Link,Profile Fit,Referral / Contact,Status,Test Prep,Visa Sponsorship,notion_page_id,notion_url,last_edited_time
pos_50945d25f3,Chicago Trading (CTC),Trading / Quant Internship 2027,Prop / Market Making,London,Summer,Tier 3,,,,Penultimate year only,no,,,Trading / Quant,,Monitor portal,,"CHECKED 2026-08-27 — CTC ""Quant Trading Internship – Summer 2027"" IS NOW LIVE AND LONDON-BASED (8 weeks, mid-June to early Aug 2027, full-time placement in London). BUT eligibility is ""graduate between December 2027–June 2028"" (penultimate year) — Piyush graduates 2027, so NOT ELIGIBLE. Kept as Not Yet Open. The eligible CTC route for Piyush is the Quant Trading Associate – 2027 Start (see the CTC Graduate row, now Open). || Previous: NO EU EARLY-CAREERS ROUTE FOUND — CTC's Quant Trading Internship was Chicago-based; this is now superseded, CTC has a London campus board. Original: Options market maker; London presence.",Quant/options assessment (maths + probability),Live but ineligible (2028 grads); watch for 2028 cohort,https://job-boards.greenhouse.io/ctccampusboard/jobs/4709545005,Weak,,Not Yet Open,,,3911d664-3333-816d-8cc8-d10781aa2df3,https://app.notion.com/p/Trading-Quant-Internship-2027-3911d6643333816d8cc8d10781aa2df3,2026-09-18T15:10:00.000Z
pos_8d5d5ecac8,Citadel (hedge fund),Citadel (hedge fund) — Quant Research Internship / Grad 2027,Systematic / Quant Fund,London,Summer,Tier 2,,,,,no,,,,,,,"OPENED 2026-07-20 — Quantitative Research Analyst Intern (BS/MS), Europe: London, Paris & Zurich. 11-week programme, June–August; timing preference indicated in application. Evergreen/rolling posting (page last modified 2026-07-07); no published deadline and no explicit cohort year stated — confirm 2027 intake timing with recruiter. Added 2026-07-17 (Trackr gap check). NB distinct from 'Citadel Securities' (already tracked) — this is Citadel LLC, the multi-strategy hedge fund.",,Open now,https://www.citadel.com/careers/details/quantitative-research-analyst-intern-bs-ms-europe/,Good,,Open - Not Applied,,,3a01d664-3333-81e4-9e27-f8167263c90e,https://app.notion.com/p/Citadel-hedge-fund-Quant-Research-Internship-Grad-2027-3a01d664333381e49e27f8167263c90e,2026-09-18T10:28:00.000Z
pos_fde0b590fc,Citadel (hedge fund),Quantitative Research Analyst - University Graduate (Europe) 2027,Systematic / Quant Fund,London,Graduate,Tier 2,,,,,no,,,,,,,"OPENED 2026-07-22 — Quantitative Research Analyst, University Graduate (Europe); offices London & Zurich; BSc/MSc in a quantitative field; live application form on citadel.com (page modified 2026-07-18). Complementary Graduate row created; Citadel (hedge fund) Summer row already Open. Rolling — no published deadline.",,Open now,https://www.citadel.com/careers/details/quantitative-research-analyst-university-graduate-europe/,Good,,Open - Not Applied,,,3a51d664-3333-81b4-b061-f4025f2e9f0d,https://app.notion.com/p/Quantitative-Research-Analyst-University-Graduate-Europe-2027-3a51d664333381b4b061f4025f2e9f0d,2026-09-18T10:28:00.000Z
pos_91baeddb68,Citadel Securities,Graduate Quant Research/Trading 2027,Prop / Market Making,London,Graduate,Tier 1,,,,Final year / recent graduates OK,no,,,,,,,"OPENED 2026-07-18 — 'Quantitative Research Analyst – University Graduate (Europe)', locations Dublin / London / Zurich. Live full-time new-grad QR role on Citadel Securities' own site (page updated 15 Jul 2026); BS/MS in a quantitative field eligible. Rolling — no published deadline. Location kept as London (also open in Dublin & Zurich). | Auto-added 2026-07-15 for graduate-role coverage.",,TBC (grad cycle),https://www.citadelsecurities.com/careers/details/quantitative-research-analyst-university-graduate-europe/,Strong,,Open - Not Applied,,,39e1d664-3333-8116-a932-ffff7a87923d,https://app.notion.com/p/Graduate-Quant-Research-Trading-2027-39e1d66433338116a932ffff7a87923d,2026-09-18T15:11:00.000Z
pos_285b0553b3,Citadel Securities,"Quantitative Research Analyst Intern 2027 (BS/MS, Europe)",Prop / Market Making,London,Summer,Tier 1,,,,Final year / recent graduates OK,no,,"Jonghoon Kim — Quantitative Researcher, Citadel Securities, United Kingdom — uk.linkedin.com/in/jonghoon-kim-801a2866 — why: exact desk match (Quantitative Research), UK-domain profile so London is likely [from search snippet, verify on LinkedIn]
Sean Chang — Quantitative Researcher, Citadel Securities, office not shown — uk.linkedin.com/in/sean-chang-a811b221 — why: exact desk match; UK-domain profile, office unverified [from search snippet, verify on LinkedIn]
He Wang — Quantitative Researcher, Citadel Securities, office not shown — linkedin.com/in/he-wang-gt — why: exact desk match; desk unverified as to sub-team, office unverified [from search snippet, verify on LinkedIn]
No EDHEC alumnus surfaced. Search to run yourself on LinkedIn People: ""Citadel Securities"" + Location London + Title ""Quantitative Researcher"" OR ""Quantitative Research Analyst"", filtered to people who joined in the last 1–3 years; then repeat with School = EDHEC Business School.",Quantitative Research,,Apply - rolling review,,"Quantitative Research Analyst Intern BS/MS posting LIVE (London/Paris/Zurich) as of early Jul 2026. Strong fit: probability/stats, ML, time-series, Python/C++. 11-week programme Jun-Aug.",HackerRank coding + quant/probability assessment,Open now,https://www.citadelsecurities.com/careers/details/quantitative-research-analyst-intern-bs-ms-europe/,Strong,,Open - Not Applied,,,3911d664-3333-811c-a149-c6b4ace374db,https://app.notion.com/p/Quantitative-Research-Analyst-Intern-2027-BS-MS-Europe-3911d6643333811ca149c6b4ace374db,2026-09-21T10:52:00.000Z
pos_b26acc9dc8,Citadel Securities,Trading Internship 2027,Prop / Market Making,London,Summer,Tier 1,,,,Final year / recent graduates OK,no,,"Philipp Höcker — Quantitative Trader, Citadel Securities, London — uk.linkedin.com/in/philipphoecker — desk match [from search snippet, verify on LinkedIn]
Harish Raghu — Quantitative Trader, Citadel Securities, London — uk.linkedin.com/in/harish-raghu-77046b1a4 — desk match [from search snippet, verify on LinkedIn]
Jeremy Smithline — Quantitative Trader, Citadel Securities, office not shown in snippet — linkedin.com/in/jeremy-smithline — desk match, office unverified [from search snippet, verify on LinkedIn]
No EDHEC alumnus surfaced for Citadel Securities London within the search budget.",Trading,,Monitor portal for Trading intern posting,,"OPENED 2026-08-02 — Quantitative Trading – Intern (Europe) now LIVE on citadelsecurities.com; locations London & Paris; 11-week signature programme Jun–Aug 2027; BS/MS in a quantitative field; application asks preferred office (London/Paris) and Jun–Aug window; rolling, no published deadline. | As of 2 Jul 2026 Citadel Securities lists ~4 UK internships (2x Quantitative Research — tracked separately & already open, Software Eng, Equities); some also available Paris/Zurich. No standalone Quant Trading intern separately listed — markets/trading exposure runs through the QR track. Check open-opportunities weekly; opens very early historically.",HackerRank coding + quant/probability assessment,Aug 2026 (expected),https://www.citadelsecurities.com/careers/details/quantitative-trading-intern-europe/,Good,,Open - Not Applied,,,3911d664-3333-81c1-84d7-f0eb8e3a5042,https://app.notion.com/p/Trading-Internship-2027-3911d664333381c184d7f0eb8e3a5042,2026-09-22T07:34:00.000Z
pos_718fed3cb1,Citi,"Citi — Markets, Sales & Trading Full Time Analyst 2027 (London)",Bulge Bracket Markets,London,Graduate,Tier 2,,,,,no,,,"Markets — Sales, Trading & Structuring",,,,"OPENED 2026-09-17 — Confirmed live on jobs.citi.com (posted 4 Sep 2026), 33 Canada Square, Canary Wharf, London. Eligibility: 'You are in your final year of university or have recently graduated' — fits end-of-studies 2027. Applications reviewed on an ongoing basis, no published deadline. COMPLEMENTARY ROW: created because the Citi London Summer Analyst row is penultimate-year only and its note flagged 'watch Citi FT Analyst 2027 instead'; a separate Citi Graduate row already exists for Paris. CAVEAT: one line of template boilerplate in the JD says the full-time Analyst programme 'starts in the Summer of 2026' — inconsistent with the 2027 title, location metadata and posting date; treat as a copy-paste artifact but confirm the start date at application.",,Open now,https://jobs.citi.com/job/london/markets-sales-and-trading-full-time-analyst-london-united-kingdom-2027/287/100186099392,Good,,Open - Not Applied,,,3de1d664-3333-81cb-8d6d-c49236406d46,https://app.notion.com/p/Citi-Markets-Sales-Trading-Full-Time-Analyst-2027-London-3de1d664333381cb8d6dc49236406d46,2026-09-18T10:27:00.000Z
pos_51b406f841,Citi,Markets Summer Analyst 2027,Bulge Bracket Markets,London,Summer,Tier 2,,,,Penultimate year only,no,,,Markets,,Monitor portal,,,HireVue video + numerical/logical online tests,Live 10 Sep 2026 but PENULTIMATE-YEAR cohort — not eligible; watch Citi FT Analyst 2027 instead,https://jobs.citi.com/job/london/markets-sales-and-trading-summer-analyst-london-united-kingdom-2027/287/100035343072,Good,,Not Yet Open,,,3911d664-3333-8175-ae37-eb664397c4c1,https://app.notion.com/p/Markets-Summer-Analyst-2027-3911d66433338175ae37eb664397c4c1,2026-09-18T15:09:00.000Z
pos_b7e98f927a,Citi,Markets — Sales & Trading Full Time Analyst 2027 (Paris),Bulge Bracket Markets,Paris,Graduate,Tier 2,,,,,no,,,Markets — Sales & Trading,,,,"OPENED 2026-09-04 — LIVE and verified on Citi's own board (jobs.citi.com, posted 2 Sep 2026): 'Markets – Sales and Trading, Full Time Analyst, Paris – France, 2027'. Full-time 2027 analyst intake on the Paris markets floor. No London Markets grad/summer 2027 posting live yet (only Banking/IBD full-time analyst roles in London and Zurich, which are out of scope) — Citi Summer row left Not Yet Open. No published deadline — rolling. Location switched London → Paris to match the confirmed live posting. Prior note: Auto-added 2026-07-15 for graduate-role coverage.",,TBC (grad cycle),https://jobs.citi.com/job/paris/markets-sales-and-trading-full-time-analyst-paris-france-2027/287/100093431904,Good,,Open - Not Applied,,,39e1d664-3333-8148-bb6d-eeb53ae277e9,https://app.notion.com/p/Markets-Sales-Trading-Full-Time-Analyst-2027-Paris-39e1d66433338148bb6deeb53ae277e9,2026-09-18T10:29:00.000Z
pos_16aa6c2643,Credit Agricole CIB,Markets Graduate Analyst 2027,Bulge Bracket Markets,Paris,Graduate,Tier 3,,,,,no,,,,,,,Auto-added 2026-07-15 for graduate-role coverage. Daily scan will check for live European graduate / campus-full-time postings.,,TBC (grad cycle),https://www.ca-cib.com/en/careers,Good,,Not Yet Open,,,39e1d664-3333-815d-a941-cd2c4e9cc63c,https://app.notion.com/p/Markets-Graduate-Analyst-2027-39e1d6643333815da941cd2c4e9cc63c,2026-09-18T10:29:00.000Z
pos_0fc8f176a6,Credit Agricole CIB,Stage Global Markets 2027,Bulge Bracket Markets,Paris,Summer,Tier 3,,,,,yes,,,Global Markets,,Monitor portal from Nov,,French stages roll; target May-Jun 2027+ starts only. Strong rates/structuring in Paris.,Online tests + interviews (stage),Rolling (late 2026),https://www.ca-cib.com/en/careers,Good,,Not Yet Open,,,3911d664-3333-8172-982c-eb86247f7f7e,https://app.notion.com/p/Stage-Global-Markets-2027-3911d66433338172982ceb86247f7f7e,2026-09-18T10:30:00.000Z
pos_4ef0b290bf,D. E. Shaw,"D. E. Shaw — Trader/Analyst Intern (London), Summer 2027",Systematic / Quant Fund,London,Summer,Tier 1,,,,Final year / recent graduates OK,no,,"None found — searches on 21 Sep 2026 returned only the D. E. Shaw job listing itself (deshaw.com/careers/trader-analyst-intern-london-summer-2027-5862, mirrored on Glassdoor), the firm's LinkedIn company page and an unrelated 'David Shaw' London profile with no D. E. Shaw affiliation shown. No usable desk profiles. Search to run yourself on LinkedIn People: ""D. E. Shaw"" + Location London + Title ""Trader"" OR ""Analyst"" OR ""Investment Analysis"", filtered to people who joined in the last 1–3 years; then repeat with School = EDHEC Business School. Note the firm is deliberately low-profile on LinkedIn, so the alumni-network route is likely to work better than cold search here.",Investment Analysis (trader/analyst; discretionary macro),,,,"Firm: D. E. Shaw (set Firm dropdown manually). LIVE — verified on deshaw.com. 10-week London programme, Jun–Aug 2027; for students approaching their final year, any degree (no finance experience needed). Rolling: accepts through Nov 2026 but Jul 1–Aug 15 2026 is the advantageous window — apply early. Also live: Systems Engineering Intern (London) Summer 2027. Most pure Quant Analyst intern roles are NY-based. Added by Claude 2 Jul 2026.","Aptitude/quant test; interviews heavy on probability, brainteasers, mental maths",Open now (rolling),https://www.deshaw.com/careers/trader-analyst-intern-london-summer-2027-5862,Strong,,Open - Not Applied,,,3911d664-3333-8138-815e-cc848c10d974,https://app.notion.com/p/D-E-Shaw-Trader-Analyst-Intern-London-Summer-2027-3911d66433338138815ecc848c10d974,2026-09-21T10:53:00.000Z
pos_82aa6cb4a8,D. E. Shaw,Graduate Quant Researcher 2027,Systematic / Quant Fund,London,Graduate,Tier 1,,,,,no,,,,,,,Auto-added 2026-07-15 for graduate-role coverage. Daily scan will check for live European graduate / campus-full-time postings.,,"RE-CHECKED 2026-09-17 — NOT OPEN in London. deshaw.com listings: London roles are Legal Analyst, Quant Systems Developer, Systems Administrator Placement, Systems Engineering Intern (all quant-dev/infra, excluded). Quantitative Analyst and Proprietary Trading Summer 2027 are New York only.",https://www.deshaw.com/careers,Strong,,Not Yet Open,,,39e1d664-3333-81f9-b57b-d69bbc50f7ff,https://app.notion.com/p/Graduate-Quant-Researcher-2027-39e1d664333381f9b57bd69bbc50f7ff,2026-09-18T10:29:00.000Z
pos_285fa3d6d0,DRW,Quantitative Trading Analyst 2027 (London),Prop / Market Making,London,Graduate,Tier 1,CV; Cover Letter (optional); Transcript,,,Final year / recent graduates OK,no,,"Emily H. — title not shown, DRW, likely London (profile served from uk.linkedin.com) — uk.linkedin.com/in/emily-higgins234 — why: only DRW person surfacing on a UK-localised profile; desk unverified [from search snippet, verify on LinkedIn]
Emery Parker — Junior Real Time Trader, DRW, office not shown — linkedin.com/in/emery-parker-54b97b10a — why: junior trader, i.e. a recent hire close to the analyst intake; desk unverified [from search snippet, verify on LinkedIn]
Alex W. — Trader, DRW, office not shown — linkedin.com/in/alex-w-a2647532 — why: trader title matches the desk that runs the Quantitative Trading Analyst programme; desk unverified [from search snippet, verify on LinkedIn]
None of the three is office-confirmed — verify London before reaching out. Search to run yourself on LinkedIn People: DRW + Location London + Title ""Quantitative Trading Analyst"" OR ""Trader"", then filter School = EDHEC Business School. Context: DRW built out London through 2025, hiring 20+ traders from UBS, Millennium and BNP Paribas, so the desk skews recent-joiner.",Trading,"London. Full-time campus Quantitative Trading Analyst. Posting requires BSc/MSc/PhD in maths, stats, physics, engineering or CS graduating between December 2026 and June 2027. No start date or salary stated. Rolling — no published deadline. Application form asks whether you will require DRW to sponsor you in the UK (sponsorship not promised or refused in the text).",,,"CHECKED 20 Sep 2026 — still LIVE (Greenhouse job 7957241, flagged 'New'). Re-read posting: graduation window December 2026 – June 2027, CV required, cover letter optional, transcript from highest degree REQUIRED, LinkedIn optional. Form asks UK right-to-work and whether DRW sponsorship will be needed. Rolling, no deadline. || OPENED 2026-09-01 — 'Quantitative Trading Analyst', London, LIVE on DRW's own Greenhouse board (job 7957241, listed under Campus Trading Analyst). ELIGIBILITY IS AN EXACT MATCH: posting requires expected graduation between December 2026 and June 2027 — Piyush finishes June 2027. Full-time campus trading-analyst role (quant trading/research on the desk), NOT quant-dev. Rolling, no published deadline — apply early. NB DRW's separate Summer intern posting (job 7957243) requires graduation Dec 2027–Aug 2028 and is NOT eligible. || Auto-added 2026-07-15 for graduate-role coverage.",,Open now,https://job-boards.greenhouse.io/drweng/jobs/7957241,Good,,Open - Not Applied,"DRW campus trading process typically runs an online quantitative/probability assessment (mental maths, probability, market-making games) before interviews. Prep: probability puzzles (Heard on the Street, Green Book), fast mental arithmetic, expected-value/market-making drills. No test named in the posting itself.",Case by case,39e1d664-3333-8181-9790-de622996fb2c,https://app.notion.com/p/Quantitative-Trading-Analyst-2027-London-39e1d664333381819790de622996fb2c,2026-09-20T07:54:00.000Z
pos_74b3d3b5fa,DRW,Trading Internship 2027,Prop / Market Making,London,Summer,Tier 1,,,,Penultimate year only,no,,,Trading,,Monitor portal,,"OPENED 2026-07-18 — 'Quantitative Trading Analyst Intern', London — LIVE & marked New on DRW's Greenhouse board. 10-week summer internship on the trading desk (quant trading/research projects). Rolling, no published deadline. ELIGIBILITY CAVEAT: posting requires expected graduation Dec 2027–Aug 2028 (penultimate-year students); Piyush finishes studies June 2027, so verify he qualifies before applying. | London + Amsterdam offices; trading and quant internships, historically opens Aug-Sep.",Quant/maths assessment; probability & markets interviews,Aug-Sep 2026 (expected),https://job-boards.greenhouse.io/drweng/jobs/7957243,Good,,Open - Not Applied,,,3911d664-3333-8188-bc0f-c33b888a8835,https://app.notion.com/p/Trading-Internship-2027-3911d66433338188bc0fc33b888a8835,2026-09-18T10:51:00.000Z
pos_82e4946def,DV Trading,"DV Trading — Trading Intern, Summer 2027",Commodities,London,Summer,Tier 2,,,,Final year / recent graduates OK,no,,,,,,,"OPENED 2026-08-24 — DV Trading (DV Commodities) Trading Intern Summer 2027 LIVE on Greenhouse, London. Explicitly open to candidates graduating by Summer 2027 or Summer 2028 — Piyush eligible. Two-desk rotation (oil products market making, European gas & power); Python/Excel; onsite London 5 days/week. Rolling — no published deadline. FIRM = DV Trading (could not add to Firm dropdown: 100-option API cap, property has 116).",,Open now,https://job-boards.greenhouse.io/dvtrading/jobs/4719135005,Good,,Open - Not Applied,,,3c61d664-3333-81bc-ace5-ce3d9531b15a,https://app.notion.com/p/DV-Trading-Trading-Intern-Summer-2027-3c61d664333381bcace5ce3d9531b15a,2026-09-18T15:14:00.000Z
pos_3fae98fed9,DWS Group,DWS Group — Quant / Internship 2027,Systematic / Quant Fund,Frankfurt,Summer,Tier 3,,,,,no,,,,,,,Seeded 2026-07-17 (Europe-wide expansion). FIRM: DWS Group (not in Firm dropdown). Frankfurt AM with systematic/CROCI quant teams. Scan to verify live European quant early-careers postings.,,TBC (verify at scan),https://careers.dws.com/,Moderate,,Not Yet Open,,,3a01d664-3333-8149-b10b-ebfb70c25892,https://app.notion.com/p/DWS-Group-Quant-Internship-2027-3a01d66433338149b10bebfb70c25892,2026-09-18T10:28:00.000Z
pos_e3e2b68e0a,DZ Bank,DZ Bank — Trainee Kapitalmärkte Handel (Capital Markets Trading),Structured Products,Frankfurt,Graduate,Tier 3,,,,,no,,,Kapitalmärkte / Handel,,,,"FIRM = DZ Bank (Firm dropdown at Notion's 100-option cap — could not add option; fix next run). DISCOVERED 2026-09-08 — NOT YET OPEN. 'Trainee Kapitalmärkte Handel' (Frankfurt) is an excellent structural match — structuring, pricing, hedging and risk management of capital-market products; quantitative MSc required; ~€68k. The posting is currently marked FILLED and nothing equivalent appears across their ~52 open roles. German fluency very likely required. High-value one to monitor.",,TBC — last posting filled; verify at scan,https://www.dzbank.de/content/dzbank/de/home/karriere.html,Good,,Not Yet Open,,,3d51d664-3333-81c4-a258-cf084b98d854,https://app.notion.com/p/DZ-Bank-Trainee-Kapitalm-rkte-Handel-Capital-Markets-Trading-3d51d664333381c4a258cf084b98d854,2026-09-18T10:35:00.000Z
pos_d4b40686b5,Da Vinci Trading,Graduate Trader — Amsterdam,Prop / Market Making,Amsterdam,Graduate,Tier 2,,,,,no,,,,,,,"OPENED 2026-07-19 — Da Vinci Graduate Trader LIVE, Amsterdam. Technical quantitative background required; no cohort year stated, rolling, no published deadline. (Their Quant Trading Intern posting 4196845101 requires graduating 2028 — out of scope.)",,TBC (grad cycle),https://job-boards.eu.greenhouse.io/davinciderivatives/jobs/4043984101,Good,,Open - Not Applied,,,39e1d664-3333-8128-affc-f7683d0649fc,https://app.notion.com/p/Graduate-Trader-Amsterdam-39e1d66433338128affcf7683d0649fc,2026-09-18T10:28:00.000Z
pos_51a63a8ea5,Da Vinci Trading,Trading Internship,Prop / Market Making,Amsterdam,Summer,Tier 2,,,,Penultimate year only,no,,,Trading,,Monitor portal,,Summer internship not yet open (opening soon). A live 'Quant Trading Intern (May 2027)' posting targets 2028 graduates (penultimate-year) — 8-wk spring programme starting May 2027; relevant only if you graduate in 2028 (confirm your grad year). Da Vinci also runs a Graduate Quant Trader route. Amsterdam. Checked 2 Jul 2026.,Numerical reasoning + probability / market-making assessment,Quant Trading Intern live but explicitly for 2028 graduates — verified 10 Sep 2026; the 'Quant Trading Intern (May 2027)' req has been taken down. Graduate Trader row is the fit,https://job-boards.eu.greenhouse.io/davinciderivatives/jobs/4196845101,Good,,Not Yet Open,,,3911d664-3333-8108-8d1b-fc2d26d06374,https://app.notion.com/p/Trading-Internship-3911d664333381088d1bfc2d26d06374,2026-09-18T15:10:00.000Z
pos_f388b72919,Deutsche Bank,Global Markets Summer Analyst 2027,Bulge Bracket Markets,London / Frankfurt,Summer,Tier 1,,,,,yes,,"Shigeki Funane — Global Markets Analyst, Deutsche Bank, office not shown in snippet — linkedin.com/in/shigeki-funane — desk match (title exactly 'Global Markets Analyst'), London vs Frankfurt unverified [from search snippet, verify on LinkedIn]
Only one fully-specified name found. An EDHEC-educated Deutsche Bank profile surfaced but is New York-based, so it was excluded on office. Run this yourself: LinkedIn People search — Current company ""Deutsche Bank"" + Location ""London, England, United Kingdom"" (then Frankfurt) + keywords ""Global Markets Analyst"" OR ""Fixed Income Trading""; add School ""EDHEC Business School"".",Fixed Income & Currencies,,Monitor portal,,"OPENED 2026-09-02 — LIVE on Deutsche Bank's own careers board (db.recsolu.com), all flagged NEW: three quantitative Sales & Trading internship programmes in LONDON for 2027 — (1) 'Quantitative FIC Internship Programme - London - 2027' (portal link set to this one, closest to Piyush's FIC/systematic profile); (2) 'Quantitative QRD Lab Sales and Trading Internship Programme - London - 2027' https://db.recsolu.com/jobs/9V2pZHlm1P6sUhv7XWogog?job_board_id=DT5zqeU-qZM-ltrVsIvR9Q ; (3) 'Quantitative GSA Internship Programme - London - 2027' https://db.recsolu.com/jobs/7YdoahPnz0FeSk6E58AGDw?job_board_id=DT5zqeU-qZM-ltrVsIvR9Q . No published deadline shown on the board — treat as rolling and apply early. || Cover letter drafted (see project)",Online tests + HireVue video interview,Open now,https://db.recsolu.com/jobs/Zrl8co_aF_BXP1FpXI6ODA?job_board_id=DT5zqeU-qZM-ltrVsIvR9Q,Good,,Open - Not Applied,,,3911d664-3333-81d2-9cb7-f8b52cc6fbe7,https://app.notion.com/p/Global-Markets-Summer-Analyst-2027-3911d664333381d29cb7f8b52cc6fbe7,2026-09-22T07:34:00.000Z
pos_d464a24131,Deutsche Bank,Markets Graduate Analyst 2027,Bulge Bracket Markets,London / Frankfurt,Graduate,Tier 1,CV; Transcript; References,,,Final year / recent graduates OK,no,,"None found — 3 searches on 19 Sep 2026 returned only job adverts and company pages, no individual public profiles. Search: LinkedIn People, ""Deutsche Bank"", location Frankfurt am Main, keywords ""Global Markets"" / ""FIC"" / ""Structuring"", seniority Entry level + Associate, 1–3 years. Second pass: filter LinkedIn People by school = EDHEC Business School + company = Deutsche Bank, then narrow to Frankfurt or London. Skip MDs, HR and campus recruiters.",Global Markets — Sales / Trading / Structuring,"Frankfurt am Main; start July 2027. Eligibility as stated: complete all studies between 1 Jan 2026 and 31 July 2027, able to start full-time July 2027, and no more than 12 months full-time relevant work experience (excluding internships). FIC desks: Rates, FX, Credit — Sales / Trading / Structuring.",,,"CHECKED 19 Sep 2026 — still LIVE on db.recsolu.com; structured fields filled from the posting: start July 2027, studies completed 1 Jan 2026 – 31 Jul 2027, ≤12 months full-time relevant experience, CV + transcripts + references required. Still no published deadline (rolling). Still Frankfurt only — no London Global Markets graduate posting on the board. || OPENED 2026-09-02 — LIVE and flagged NEW on Deutsche Bank's own careers board (db.recsolu.com): 'Deutsche Bank Graduate Programme (f/m/x) Investment Bank: Global Markets (Sales / Trading / Structuring) 2027', FRANKFURT. Directly covers the structuring target. Row Location kept as 'London / Frankfurt'; the confirmed posting is Frankfurt — no London Global Markets graduate posting was visible on the board today, keep checking. No published deadline shown — rolling. || Auto-added 2026-07-15 for graduate-role coverage.",,Open now,https://db.recsolu.com/jobs/eFk2y4S6h6GTFll2vx3LoA?job_board_id=DT5zqeU-qZM-ltrVsIvR9Q,Good,,Open - Not Applied,Not stated on the posting. Apply via careers.db.com; submit CV plus A-level and university transcripts and internship/employment references.,Unknown,39e1d664-3333-815f-aa50-e91354dec5c8,https://app.notion.com/p/Markets-Graduate-Analyst-2027-39e1d6643333815faa50e91354dec5c8,2026-09-19T09:33:00.000Z
pos_0b50e89750,EDF Trading,EDF Trading — Graduate / Analyst Programme 2027,Commodities,London,Graduate,Tier 3,,,,Unverified,no,,,Systematic Trading / Power Trading / Gas Trading / Origination / Analytics,"London Commercial Graduate Scheme and London Summer Internship Programme both described on the firm's graduates page; details only in brochure PDFs, no dates or start month stated.",,,"CHECKED 19 Sep 2026 — NOT OPEN. edftrading.com/careers/graduates-interns is live and describes two London programmes (Commercial Graduate Scheme and Summer Internship Programme), but both link only to brochure PDFs — no dated 2027 requisition, no application window, no eligibility wording. Live vacancies sit on edftrading.com/careers/job-opportunities. Best-fit teams named on the page: SYSTEMATIC TRADING (quantitative strategies across energy and related assets — market microstructure, portfolio construction, risk), plus Power Trading, Gas Trading, Origination (structuring transactions) and Analytics (quantitative modelling). Rolling / no published deadline. Re-check the job-opportunities board next run. || Added 2026-07-17 (Trackr gap check). London energy/commodities trading house. Graduate/analyst trading roles. Scan to verify live European early-careers postings.",,"TBC — checked 19 Sep 2026: programme pages live, no dated 2027 requisition",https://www.edftrading.com/careers/graduates-interns,Moderate,,Not Yet Open,,Unknown,3a01d664-3333-8177-ad44-dff6590e0d76,https://app.notion.com/p/EDF-Trading-Graduate-Analyst-Programme-2027-3a01d66433338177ad44dff6590e0d76,2026-09-19T09:07:00.000Z
pos_e9795101cb,Eisler Capital,Eisler Capital — Quant (experienced-led; intern route unconfirmed),Systematic / Quant Fund,London,Summer,Tier 3,,,,,no,,,Quant Research / Systematic Trading / Technology,,,,"London multi-strategy fund (macro / relative value / quant), founded by Edward Eisler (ex-Goldman). Building out systematic/quant capability but recruits primarily EXPERIENCED quants/technologists; interns taken ad hoc and no formal 2027 early-careers programme is confirmed as of 2 Jul 2026 — verify at eislercapital.com/careers. Added by Claude 2 Jul 2026.","5-round technical: probability & statistics, financial intuition, coding",Verify (mostly experienced hires),https://eislercapital.com/careers,Weak,,Not Yet Open,,,3911d664-3333-81b4-bc34-e6881a58d3a3,https://app.notion.com/p/Eisler-Capital-Quant-experienced-led-intern-route-unconfirmed-3911d664333381b4bc34e6881a58d3a3,2026-09-18T10:29:00.000Z
pos_a279ebbe3d,Eisler Capital,Graduate Quant Researcher 2027,Systematic / Quant Fund,London,Graduate,Tier 3,,,,,no,,,,,,,Auto-added 2026-07-15 for graduate-role coverage (incl. lower-fit firms). Daily scan will check for live European graduate / campus-full-time postings.,,TBC (grad cycle),https://eislercapital.com/careers,Weak,,Not Yet Open,,,39e1d664-3333-8116-880e-cb41f9b7ec1b,https://app.notion.com/p/Graduate-Quant-Researcher-2027-39e1d66433338116880ecb41f9b7ec1b,2026-09-18T10:28:00.000Z
